,verified_income,debt_to_income,inquiries_last_12m,accounts_opened_24m,num_active_debit_accounts,total_debit_limit,num_mort_accounts,account_never_delinq_percent,loan_amount,term,issue_month,loan_status,initial_listing_status,disbursement_method,paid_interest,interest_rate
5602,0,12.98,6.0,4.0,4.0,25300.0,5.0,97.2,12000.0,36,0,1,0,0,225.43,6.07
5603,0,10.43,0.0,0.0,5.0,78804.49999999994,2.0,100.0,6500.0,36,1,1,1,0,154.06,6.08
5604,1,21.41,1.0,3.0,8.0,31860.0,1.0,100.0,20000.0,60,1,1,1,0,1208.81,15.05
5605,0,22.51,1.0,1.0,2.0,5000.0,0.0,91.0,3200.0,36,2,1,1,1,72.25,7.96
5606,0,6.91,4.0,4.0,3.0,24500.0,4.0,100.0,24000.0,60,2,1,1,0,618.26,15.04
5607,1,18.7,0.0,3.0,2.0,4800.0,2.0,75.0,10000.0,36,1,1,1,0,191.54,6.08
5608,2,33.81,1.0,4.0,4.0,33300.0,0.0,100.0,20000.0,60,1,1,1,0,1114.56,14.08
5609,1,22.37,2.0,9.0,1.0,13900.0,0.0,97.6,11000.0,36,1,1,0,0,351.16,11.99
5610,1,16.47,0.0,2.0,2.0,4500.0,1.0,75.0,8000.0,36,2,1,0,0,208.0,10.9
5611,1,17.17,6.0,10.0,3.0,19700.0,1.0,90.0,7800.0,36,2,1,1,0,252.91,13.58
5612,1,3.76,1.0,1.0,2.0,3900.0,0.0,100.0,9000.0,36,0,1,1,0,304.73,10.91
5613,1,20.69,2.0,1.0,2.0,21400.0,4.0,100.0,30000.0,36,1,1,1,0,1164.73,9.93
5614,2,35.5,1.0,6.0,5.0,6100.0,0.0,100.0,8000.0,36,0,1,1,0,483.0,19.03
5615,1,10.89,0.0,5.0,2.0,13200.0,1.0,91.7,10000.0,36,2,1,1,0,248.26,10.41
5616,0,10.06,0.0,0.0,7.0,30000.0,3.0,75.0,12000.0,36,2,1,1,0,263.48,9.43
5617,1,30.67,1.0,2.0,2.0,3500.0,0.0,94.1,7000.0,36,1,4,0,0,403.18,18.06
5618,0,19.92,0.0,3.0,6.0,40500.0,0.0,100.0,20000.0,36,1,1,1,0,967.05,12.62
5619,0,15.59,1.0,4.0,3.0,34100.0,1.0,100.0,25000.0,60,1,1,1,0,1265.06,12.62
5620,0,13.14,7.0,5.0,3.0,9300.0,3.0,88.2,9000.0,36,1,1,1,0,489.9,14.08
5621,0,15.12,0.0,3.0,4.0,39300.0,2.0,100.0,6000.0,36,2,1,1,0,85.82,6.71
5622,0,21.42,7.0,0.0,2.0,12000.0,0.0,88.9,25600.0,60,1,1,1,0,1466.69,14.08
5623,1,22.98,0.0,1.0,3.0,15500.0,0.0,94.4,11000.0,36,2,1,1,0,307.39,11.99
5624,2,9.26,0.0,2.0,2.0,9800.0,0.0,100.0,30000.0,60,1,1,1,0,1644.42,21.45
5625,0,27.11,5.0,7.0,2.0,16000.0,3.0,95.7,3500.0,36,2,1,1,0,133.91,16.01
5626,2,3.76,0.0,1.0,2.0,8300.0,0.0,100.0,12000.0,36,2,1,1,0,187.28,6.71
5627,0,18.36,0.0,5.0,4.0,13800.0,1.0,100.0,25000.0,36,2,1,1,0,752.43,12.61
5628,0,8.84,1.0,3.0,1.0,8300.0,2.0,100.0,10000.0,60,0,1,1,0,429.55,13.58
5629,0,13.88,2.0,5.0,8.0,78804.49999999994,2.0,100.0,16000.0,60,2,1,0,0,283.39,7.35
5630,1,28.99,0.0,4.0,8.0,30100.0,0.0,96.3,3200.0,36,2,1,0,0,122.4,17.47
5631,2,4.14,3.0,3.0,3.0,13700.0,0.0,91.7,30000.0,36,1,1,1,0,1644.42,21.45
5632,0,25.46,1.0,1.0,4.0,20300.0,0.0,93.5,7200.0,36,2,1,1,0,165.28,11.98
5633,2,16.44,1.0,5.0,5.0,20100.0,0.0,100.0,12000.0,36,1,1,1,0,571.8,15.05
5634,1,10.13,0.0,0.0,1.0,2600.0,0.0,100.0,3200.0,36,2,1,1,0,72.25,11.98
5635,1,4.19,0.0,1.0,1.0,5500.0,1.0,80.0,7200.0,36,1,1,1,0,188.71,6.72
5636,1,7.81,2.0,1.0,3.0,19600.0,5.0,92.9,32000.0,60,0,1,1,0,1551.2,15.05
5637,2,27.78,2.0,7.0,2.0,8400.0,2.0,94.4,16000.0,60,0,1,1,0,1035.18,20.39
5638,1,16.36,0.0,2.0,3.0,9500.0,0.0,100.0,5000.0,36,1,1,1,0,314.54,16.02
5639,2,28.77,0.0,7.0,4.0,78804.49999999994,5.0,100.0,36000.0,36,0,1,1,0,506.5,6.07
5640,1,12.58,2.0,2.0,1.0,21500.0,2.0,96.3,36000.0,60,0,1,1,0,943.24,7.35
5641,2,36.6,1.0,1.0,4.0,27500.0,0.0,100.0,35000.0,36,1,1,1,0,1151.79,10.42
5642,1,13.28,1.0,6.0,3.0,12100.0,1.0,87.5,5000.0,36,2,1,0,0,186.96,16.02
5643,1,6.34,0.0,1.0,1.0,5000.0,0.0,100.0,3200.0,36,0,1,1,0,72.25,6.07
5644,2,16.07,3.0,1.0,2.0,3200.0,0.0,100.0,5000.0,36,1,1,1,0,369.12,19.03
5645,0,9.1,4.0,2.0,7.0,64000.0,0.0,100.0,35000.0,36,2,1,1,1,373.44,6.71
5646,0,35.2,0.0,1.0,2.0,15500.0,2.0,100.0,8000.0,36,0,1,1,0,169.42,6.72
5647,1,10.42,0.0,3.0,3.0,5800.0,2.0,75.0,6025.0,36,2,1,1,0,259.69,18.45
5648,2,21.74,1.0,2.0,4.0,69000.0,4.0,90.3,36000.0,60,1,1,1,0,1644.42,16.02
5649,0,12.79,0.0,3.0,2.0,21300.0,5.0,100.0,5000.0,36,1,1,1,0,184.48,9.44
5650,0,30.9,0.0,3.0,1.0,2500.0,0.0,94.1,4000.0,36,0,1,0,0,304.02,21.45
5651,0,9.15,0.0,1.0,4.0,13800.0,0.0,100.0,6500.0,36,1,1,1,0,159.55,6.08
5652,0,16.5,5.0,7.0,1.0,14500.0,3.0,100.0,5000.0,36,0,1,1,0,156.6,9.92
5653,2,36.15,1.0,6.0,2.0,34000.0,2.0,100.0,30000.0,36,1,1,1,0,1333.85,12.62
5654,0,22.0,7.0,10.0,3.0,33300.0,5.0,97.4,20800.0,60,1,1,1,0,1037.94,12.62
5655,0,18.09,7.0,6.0,4.0,16000.0,0.0,100.0,9000.0,36,1,1,0,0,750.12,21.45
5656,0,16.02,1.0,4.0,8.0,42500.0,4.0,100.0,3200.0,36,0,1,1,0,72.25,6.08
5657,2,34.98,1.0,2.0,5.0,27500.0,4.0,92.3,20000.0,36,2,1,1,0,835.37,17.47
5658,2,18.22,4.0,5.0,8.0,38200.0,3.0,86.4,28000.0,60,2,1,1,0,537.0,11.98
5659,1,9.9,1.0,3.0,1.0,4300.0,0.0,92.6,15000.0,36,1,1,1,0,867.08,15.05
5660,0,12.99,1.0,9.0,3.0,9400.0,0.0,89.7,6000.0,36,1,2,1,0,72.25,16.02
5661,0,23.59,1.0,2.0,2.0,15000.0,5.0,94.7,3600.0,36,0,1,1,0,134.99,10.91
5662,1,13.82,0.0,2.0,3.0,23400.0,0.0,92.9,12000.0,36,1,1,1,0,367.56,7.97
5663,1,27.88,1.0,5.0,2.0,4500.0,0.0,92.3,4000.0,36,2,1,1,0,126.58,14.07
5664,1,6.39,4.0,6.0,2.0,10000.0,5.0,95.2,24000.0,60,0,2,0,0,1606.35,21.45
5665,2,22.16,2.0,8.0,4.0,27200.0,2.0,100.0,18000.0,60,0,1,1,0,590.32,13.58
5666,2,10.49,7.0,3.0,1.0,9000.0,0.0,100.0,32000.0,36,1,1,0,0,1242.38,9.93
5667,0,24.5,0.0,4.0,4.0,14500.0,0.0,95.8,10000.0,36,1,1,0,1,233.64,6.08
5668,2,11.4,3.0,8.0,1.0,10000.0,1.0,100.0,24000.0,36,0,1,1,0,551.24,7.35
5669,1,3.76,1.0,2.0,2.0,10600.0,1.0,81.8,3200.0,36,2,1,1,0,72.25,15.04
5670,1,5.39,2.0,6.0,1.0,8400.0,1.0,94.1,9000.0,36,1,1,1,0,268.17,9.44
5671,0,26.6,0.0,5.0,4.0,15500.0,0.0,100.0,10000.0,60,2,1,1,1,304.43,12.61
5672,0,25.36,1.0,10.0,7.0,48300.0,2.0,100.0,20000.0,60,0,1,1,0,578.33,11.98
5673,2,22.88,3.0,8.0,4.0,14500.0,0.0,100.0,10000.0,36,0,1,1,0,300.96,12.61
5674,1,8.0,1.0,4.0,1.0,12900.0,0.0,100.0,7300.0,36,2,1,1,0,75.17,6.71
5675,1,14.08,0.0,1.0,3.0,12500.0,0.0,100.0,24000.0,36,2,1,0,0,775.47,20.39
5676,0,15.77,0.0,4.0,8.0,45100.0,1.0,100.0,19000.0,36,2,1,1,0,427.13,9.43
5677,1,12.35,5.0,10.0,6.0,7600.0,0.0,100.0,9600.0,36,1,1,0,0,735.76,21.45
5678,0,21.09,0.0,2.0,5.0,26800.0,0.0,100.0,21000.0,60,0,1,1,0,1084.08,16.02
5679,2,27.76,6.0,10.0,4.0,57400.0,4.0,97.4,28000.0,60,0,1,1,0,1042.94,10.42
5680,1,10.31,2.0,1.0,2.0,11500.0,2.0,95.7,20000.0,60,2,1,1,0,986.87,20.39
5681,0,14.3,0.0,2.0,2.0,5500.0,0.0,100.0,10000.0,60,2,1,1,0,304.43,12.61
5682,2,21.55,0.0,7.0,6.0,17000.0,0.0,78.6,12000.0,36,2,1,0,0,287.44,15.04
5683,0,18.89,3.0,5.0,2.0,33800.0,1.0,100.0,15000.0,36,1,1,1,0,347.93,6.08
5684,2,37.2325,3.0,2.0,4.0,38300.0,2.0,100.0,20000.0,60,0,1,1,0,1165.0,18.06
5685,1,19.05,2.0,6.0,2.0,14300.0,1.0,100.0,12000.0,60,0,1,1,0,424.46,10.91
5686,0,23.21,0.0,1.0,5.0,37100.0,0.0,100.0,16000.0,36,2,1,0,0,273.22,7.34
5687,1,17.19,1.0,3.0,4.0,61100.0,0.0,100.0,36000.0,36,0,1,1,0,847.14,6.72
5688,0,37.07,3.0,6.0,2.0,8500.0,0.0,100.0,3200.0,36,1,1,0,0,116.45,15.05
5689,1,3.76,2.0,1.0,4.0,46000.0,5.0,100.0,36000.0,36,1,1,1,0,670.11,6.07
5690,1,8.4,0.0,1.0,3.0,31500.0,0.0,100.0,20000.0,60,0,1,0,1,393.71,6.72
5691,1,23.84,0.0,0.0,4.0,5800.0,0.0,75.0,7500.0,36,0,1,0,0,444.88,19.03
5692,1,35.38,6.0,5.0,3.0,26000.0,1.0,95.2,7000.0,36,0,1,1,0,172.85,7.97
5693,2,37.2325,4.0,6.0,8.0,52200.0,0.0,100.0,24000.0,60,0,1,1,0,1299.56,17.09
5694,0,10.72,2.0,4.0,4.0,10600.0,0.0,100.0,6000.0,36,1,1,0,0,331.29,14.08
5695,0,17.71,0.0,1.0,2.0,21000.0,4.0,94.1,4800.0,36,0,1,1,0,172.46,15.04
5696,2,37.2325,1.0,1.0,2.0,36500.0,0.0,100.0,5000.0,36,0,1,1,0,300.28,21.45
5697,0,5.95,1.0,6.0,3.0,7600.0,1.0,100.0,5600.0,36,1,2,1,0,72.25,9.44
5698,1,37.2325,0.0,3.0,5.0,23000.0,2.0,100.0,21000.0,36,1,1,1,0,803.72,9.93
5699,1,17.95,0.0,0.0,2.0,23500.0,0.0,100.0,21275.0,60,1,1,1,0,1185.61,14.08
5700,1,37.2325,1.0,2.0,4.0,23800.0,2.0,100.0,35000.0,60,1,1,1,0,1644.42,15.05
5701,1,16.37,3.0,5.0,4.0,25500.0,0.0,100.0,24000.0,36,0,1,0,0,845.03,15.05
5702,1,15.92,1.0,10.0,6.0,9900.0,0.0,93.1,5000.0,36,1,1,1,0,159.93,9.44
5703,1,9.37,1.0,4.0,3.0,78804.49999999994,0.0,97.1,20000.0,36,2,1,0,0,247.89,6.07
5704,1,18.5,5.0,2.0,8.0,73400.0,5.0,100.0,18000.0,36,1,1,1,0,723.17,10.42
5705,0,7.47,5.0,6.0,1.0,20200.0,4.0,100.0,3500.0,36,1,1,1,0,86.87,6.72
5706,0,33.28,2.0,5.0,4.0,40600.0,0.0,97.1,18000.0,60,1,1,1,0,1219.85,17.09
5707,0,8.55,2.0,7.0,5.0,24000.0,0.0,88.9,10000.0,60,0,1,1,0,445.16,14.07
5708,2,18.8,1.0,4.0,3.0,47000.0,0.0,100.0,24000.0,60,0,1,1,0,1022.62,13.59
5709,1,28.93,7.0,3.0,7.0,48100.0,0.0,100.0,35000.0,36,2,1,0,0,1228.24,15.04
5710,0,3.76,0.0,5.0,3.0,13000.0,0.0,100.0,10000.0,60,2,1,1,0,282.51,11.98
5711,1,30.64,1.0,7.0,3.0,24100.0,0.0,100.0,24000.0,36,0,1,1,0,567.67,9.92
5712,0,14.14,0.0,3.0,5.0,78804.49999999994,2.0,100.0,25000.0,60,2,1,1,0,581.35,15.04
5713,1,29.27,3.0,10.0,5.0,31300.0,0.0,100.0,30000.0,36,2,1,1,0,835.06,17.47
5714,0,6.77,0.0,2.0,4.0,72100.0,3.0,86.7,20800.0,36,2,1,1,0,300.6,6.07
5715,0,14.77,0.0,1.0,6.0,25300.0,0.0,100.0,20000.0,36,0,1,1,0,744.67,11.99
5716,2,37.2325,0.0,5.0,8.0,28300.0,3.0,97.1,4000.0,36,2,1,1,0,89.62,14.07
5717,2,26.79,2.0,6.0,5.0,68600.0,4.0,96.6,30000.0,36,1,1,1,0,746.55,6.08
5718,1,4.28,1.0,1.0,1.0,3200.0,0.0,100.0,3200.0,36,0,1,1,0,72.25,13.58
5719,1,7.98,3.0,2.0,4.0,78804.49999999994,1.0,89.2,30000.0,36,0,1,1,1,502.58,6.07
5720,1,7.95,1.0,3.0,3.0,18000.0,1.0,100.0,13600.0,60,0,1,1,0,494.21,15.04
5721,1,20.48,0.0,1.0,3.0,29300.0,0.0,94.4,27000.0,60,1,1,1,0,904.1,10.42
5722,1,18.01,2.0,5.0,3.0,52300.0,0.0,100.0,8000.0,36,0,2,1,0,180.61,7.35
5723,1,32.08,1.0,8.0,5.0,78804.49999999994,5.0,92.9,20000.0,36,2,1,1,0,648.47,13.58
5724,1,24.91,1.0,3.0,5.0,43700.0,0.0,100.0,9600.0,36,1,1,1,0,275.34,7.35
5725,0,37.2325,1.0,3.0,3.0,40700.0,0.0,100.0,10000.0,36,2,1,1,0,174.84,7.34
5726,1,9.38,2.0,2.0,8.0,59100.0,4.0,77.8,30000.0,60,1,1,1,0,1251.57,10.42
5727,2,7.99,0.0,3.0,3.0,6800.0,1.0,100.0,35000.0,60,2,1,1,0,1012.07,11.98
5728,1,34.08,2.0,6.0,5.0,10700.0,2.0,81.1,8000.0,36,1,3,0,0,405.63,16.02
5729,1,9.07,1.0,1.0,1.0,5000.0,2.0,75.0,4000.0,36,0,1,1,0,120.39,12.61
5730,0,15.02,3.0,3.0,1.0,46000.0,0.0,100.0,23100.0,36,0,1,0,0,688.31,9.44
5731,0,4.55,2.0,5.0,3.0,9300.0,4.0,95.0,24000.0,36,0,2,1,0,988.25,19.03
5732,2,24.36,7.0,6.0,2.0,18800.0,3.0,100.0,33100.0,60,0,1,1,0,1500.42,14.08
5733,1,22.59,0.0,8.0,4.0,33600.0,0.0,100.0,15000.0,36,1,1,1,1,542.92,9.44
5734,1,11.33,1.0,4.0,2.0,31900.0,2.0,86.7,8000.0,36,0,2,1,0,170.51,9.93
5735,0,25.3,0.0,1.0,6.0,11700.0,0.0,100.0,15000.0,60,0,1,1,0,1458.48,21.45
5736,1,19.55,3.0,4.0,3.0,23400.0,3.0,100.0,30000.0,36,2,1,0,0,926.74,18.45
5737,0,9.36,0.0,2.0,3.0,10000.0,0.0,75.0,5000.0,36,0,1,1,0,156.76,9.93
5738,1,11.57,1.0,1.0,1.0,2500.0,0.0,100.0,10000.0,60,1,1,1,0,643.75,16.02
5739,0,10.56,1.0,6.0,3.0,7200.0,0.0,92.9,6500.0,36,0,1,1,0,190.27,9.44
5740,0,34.49,0.0,3.0,1.0,9000.0,1.0,100.0,10000.0,36,1,1,1,0,629.08,16.02
5741,1,22.65,2.0,8.0,7.0,12300.0,0.0,96.8,28000.0,36,0,1,1,0,940.78,14.07
5742,2,3.76,7.0,10.0,1.0,10100.0,0.0,96.7,30000.0,60,1,1,1,0,1644.42,17.09
5743,0,35.95,1.0,4.0,5.0,75300.0,0.0,100.0,6000.0,36,0,1,1,0,243.63,12.62
5744,1,21.44,2.0,4.0,4.0,26000.0,0.0,100.0,30000.0,60,2,1,1,0,1160.82,16.01
5745,1,18.56,2.0,4.0,2.0,3000.0,0.0,100.0,10000.0,36,1,1,1,0,426.87,10.91
5746,2,29.97,0.0,7.0,8.0,30000.0,0.0,100.0,30000.0,60,1,1,1,0,1548.68,16.02
5747,0,20.04,0.0,0.0,1.0,8500.0,3.0,91.7,7000.0,36,0,1,1,0,200.11,11.98
5748,1,3.76,0.0,4.0,1.0,7500.0,0.0,100.0,36000.0,36,0,1,0,0,926.9,7.35
5749,0,15.0,1.0,3.0,2.0,3200.0,0.0,100.0,5000.0,36,0,1,1,0,179.64,15.04
5750,2,22.64,2.0,3.0,4.0,25300.0,1.0,100.0,12000.0,60,2,1,1,0,375.44,13.58
5751,2,29.17,5.0,7.0,3.0,29500.0,3.0,85.4,10000.0,36,0,1,1,0,212.03,7.97
5752,2,37.2325,4.0,3.0,5.0,19700.0,2.0,100.0,16000.0,36,0,1,1,0,1035.74,20.39
5753,2,35.16,0.0,2.0,2.0,24000.0,0.0,100.0,3200.0,36,0,1,1,0,72.25,10.42
5754,1,21.98,5.0,5.0,3.0,16000.0,2.0,100.0,13000.0,36,0,1,1,0,309.5,7.97
5755,1,14.94,1.0,2.0,4.0,17900.0,1.0,100.0,25000.0,36,0,1,1,0,770.02,9.93
5756,1,14.05,1.0,2.0,3.0,27900.0,2.0,87.5,10000.0,36,0,1,1,0,603.75,19.03
5757,1,3.76,0.0,1.0,1.0,4000.0,0.0,75.0,5000.0,36,0,1,1,0,164.55,10.42
5758,1,23.72,3.0,6.0,8.0,78804.49999999994,0.0,100.0,16000.0,36,1,1,1,0,452.37,7.35
5759,0,3.76,1.0,1.0,1.0,2500.0,3.0,75.0,12000.0,60,1,5,1,0,571.83,15.05
5760,1,3.76,4.0,7.0,5.0,19600.0,0.0,87.5,8500.0,36,1,1,1,0,454.19,13.59
5761,2,4.66,2.0,3.0,4.0,78804.49999999994,5.0,100.0,36000.0,36,2,5,1,0,165.2,6.07
5762,2,13.54,2.0,6.0,5.0,9900.0,1.0,77.8,20000.0,60,1,1,1,0,1644.42,21.45
5763,1,32.71,0.0,8.0,3.0,8000.0,0.0,94.4,32000.0,60,0,1,1,0,1644.42,21.45
5764,1,12.44,2.0,3.0,5.0,78804.49999999994,2.0,94.7,29825.0,36,1,1,1,0,696.85,6.08
5765,0,18.23,2.0,3.0,4.0,10800.0,3.0,93.8,3200.0,36,1,2,0,0,76.75,18.06
5766,0,15.07,0.0,2.0,3.0,44500.0,0.0,100.0,12000.0,36,2,1,1,0,227.58,7.96
5767,0,30.89,1.0,4.0,3.0,10700.0,0.0,100.0,8000.0,36,1,1,0,0,629.99,20.0
5768,1,4.99,1.0,4.0,5.0,37600.0,0.0,100.0,20000.0,36,2,1,1,0,589.68,12.61
5769,0,6.26,1.0,4.0,3.0,18200.0,0.0,100.0,6000.0,36,0,1,1,0,92.93,6.08
5770,0,10.58,1.0,5.0,3.0,4900.0,0.0,95.5,6000.0,36,2,1,1,0,190.02,13.58
5771,2,30.35,0.0,0.0,8.0,14800.0,0.0,100.0,20000.0,36,0,1,1,0,927.91,15.05
5772,0,18.41,0.0,3.0,3.0,63400.0,3.0,96.9,16000.0,36,2,1,1,0,202.22,6.07
5773,1,17.91,4.0,6.0,6.0,43200.0,4.0,93.9,24000.0,36,1,1,1,0,678.55,7.35
5774,1,11.52,6.0,10.0,6.0,65900.0,3.0,93.2,6000.0,36,2,1,1,0,72.25,7.34
5775,0,13.71,6.0,7.0,8.0,39900.0,0.0,94.1,12000.0,36,0,2,1,0,72.25,7.97
5776,2,21.9,2.0,2.0,5.0,48650.0,2.0,86.0,35000.0,36,0,1,1,0,1644.42,19.03
5777,2,37.2325,6.0,4.0,1.0,15000.0,1.0,100.0,22000.0,60,0,1,1,0,1155.28,16.02
5778,1,21.33,2.0,4.0,3.0,22000.0,3.0,100.0,3200.0,36,2,1,1,0,72.25,11.98
5779,2,4.37,5.0,10.0,4.0,30200.0,3.0,100.0,10000.0,36,0,1,1,0,191.54,6.08
5780,0,28.42,0.0,0.0,5.0,12600.0,0.0,97.3,10000.0,36,2,1,1,1,185.2,7.96
5781,2,13.37,1.0,8.0,4.0,18600.0,1.0,95.5,10000.0,36,1,1,1,0,532.75,13.59
5782,2,27.78,0.0,2.0,3.0,37200.0,0.0,100.0,25000.0,60,1,1,1,0,1644.42,21.45
5783,0,28.67,4.0,8.0,4.0,11400.0,0.0,96.0,10000.0,36,0,1,1,0,422.08,13.58
5784,0,30.9,1.0,4.0,4.0,41000.0,0.0,100.0,8000.0,36,0,1,0,0,356.44,14.08
5785,0,27.35,6.0,10.0,8.0,78804.49999999994,1.0,100.0,20000.0,36,1,1,1,0,474.05,6.08
5786,0,23.24,1.0,9.0,8.0,78804.49999999994,0.0,82.6,20000.0,36,1,1,1,0,573.62,7.35
5787,1,24.93,0.0,0.0,2.0,28100.0,0.0,83.3,6000.0,36,2,1,0,0,180.58,12.61
5788,0,12.26,1.0,3.0,2.0,10500.0,0.0,100.0,9000.0,36,0,1,1,0,290.96,10.42
5789,0,30.68,1.0,9.0,6.0,52200.0,3.0,96.4,15000.0,60,0,1,1,0,662.35,14.08
5790,1,15.23,4.0,3.0,3.0,54000.0,4.0,100.0,15000.0,60,0,1,1,0,478.53,9.93
5791,1,13.56,1.0,3.0,2.0,48700.0,5.0,100.0,4000.0,36,1,1,0,0,80.83,6.07
5792,1,6.93,1.0,9.0,7.0,9700.0,0.0,83.0,24000.0,36,0,1,0,0,909.58,11.99
5793,2,21.76,0.0,2.0,1.0,7000.0,1.0,75.0,28000.0,36,1,3,1,0,1061.18,11.99
5794,1,3.76,3.0,2.0,1.0,2500.0,0.0,100.0,4000.0,36,2,1,1,0,72.25,10.9
5795,2,20.91,1.0,4.0,3.0,18200.0,0.0,100.0,14000.0,60,1,1,1,0,1057.7,19.03
5796,2,28.44,2.0,7.0,1.0,3100.0,0.0,100.0,5000.0,36,0,2,0,0,331.91,21.45
5797,1,13.68,2.0,3.0,2.0,13100.0,1.0,88.0,20000.0,36,1,1,1,0,524.2,6.72
5798,2,15.98,1.0,1.0,5.0,27100.0,2.0,100.0,36000.0,60,0,1,1,0,1644.42,14.08
5799,0,16.36,1.0,2.0,4.0,15600.0,0.0,100.0,7000.0,36,1,1,0,0,407.56,15.05
5800,1,19.29,1.0,7.0,2.0,6200.0,2.0,86.7,26475.0,60,1,1,1,1,1644.42,16.02
5801,2,22.74,3.0,8.0,7.0,78804.49999999994,1.0,95.0,35000.0,36,0,1,1,0,1155.25,9.93
5802,2,31.92,2.0,4.0,4.0,15200.0,0.0,96.9,21000.0,36,0,1,0,0,1046.99,16.02
5803,1,8.95,1.0,2.0,2.0,2500.0,0.0,77.8,12000.0,36,0,1,1,0,394.9,10.42
5804,1,8.96,0.0,4.0,1.0,4000.0,0.0,86.4,5000.0,36,1,1,1,0,253.75,15.05
5805,0,4.7,2.0,3.0,2.0,50600.0,3.0,100.0,4850.0,36,0,2,1,0,72.25,7.97
5806,0,19.65,0.0,2.0,3.0,13600.0,0.0,100.0,24000.0,36,2,1,1,0,539.53,9.43
5807,0,8.97,0.0,0.0,2.0,15100.0,0.0,76.9,20000.0,60,2,1,1,0,655.91,13.58
5808,1,37.2325,1.0,1.0,8.0,78804.49999999994,0.0,97.5,35000.0,36,1,1,1,0,1644.42,15.05
5809,1,25.83,2.0,4.0,5.0,26300.0,0.0,100.0,16000.0,60,2,1,1,0,488.52,13.58
5810,1,25.29,5.0,5.0,2.0,38800.0,2.0,94.4,12000.0,36,2,1,1,0,131.47,7.34
5811,1,24.53,0.0,3.0,4.0,22600.0,3.0,96.3,14000.0,60,1,1,1,0,763.37,13.59
5812,0,23.81,1.0,5.0,5.0,25900.0,0.0,100.0,20000.0,36,0,1,1,0,757.99,11.99
5813,2,17.35,0.0,1.0,1.0,6800.0,0.0,100.0,22000.0,60,2,1,1,0,1133.61,21.45
5814,0,9.65,0.0,2.0,2.0,48100.0,0.0,100.0,12000.0,36,0,1,1,0,278.07,7.35
5815,0,31.91,3.0,4.0,4.0,5000.0,0.0,100.0,18125.0,60,0,1,1,0,1210.46,20.0
5816,0,19.29,2.0,5.0,6.0,19500.0,4.0,90.9,32000.0,60,1,1,1,0,1644.42,21.45
5817,1,16.67,2.0,7.0,8.0,55100.0,5.0,97.2,30000.0,60,2,1,1,0,913.3,12.61
5818,0,19.97,3.0,2.0,8.0,20900.0,1.0,100.0,15000.0,36,1,1,1,0,731.06,12.62
5819,0,25.55,0.0,2.0,4.0,8600.0,0.0,100.0,10000.0,60,2,1,1,0,493.44,20.39
5820,0,22.52,0.0,2.0,2.0,28100.0,2.0,100.0,22000.0,36,1,1,1,0,449.51,6.07
5821,0,32.35,0.0,1.0,2.0,13100.0,1.0,92.6,25000.0,60,2,1,0,0,743.57,12.61
5822,0,9.99,0.0,2.0,2.0,26000.0,4.0,93.8,16000.0,36,2,1,1,0,135.06,6.07
5823,2,21.12,0.0,2.0,8.0,78804.49999999994,5.0,97.1,10000.0,36,1,1,0,0,426.87,10.91
5824,0,37.2325,0.0,0.0,3.0,3300.0,0.0,100.0,7200.0,36,1,1,1,0,442.28,15.05
5825,0,7.19,1.0,3.0,3.0,19600.0,1.0,100.0,25000.0,60,0,1,1,0,876.72,10.91
5826,0,16.13,4.0,4.0,3.0,10000.0,0.0,79.2,12000.0,36,2,1,1,0,501.22,17.47
5827,1,9.06,0.0,7.0,4.0,17300.0,0.0,100.0,3600.0,36,0,1,1,0,72.25,7.97
5828,2,10.34,0.0,8.0,8.0,75900.0,0.0,100.0,4800.0,36,1,1,1,0,135.71,7.35
5829,1,32.52,1.0,2.0,8.0,78804.49999999994,0.0,87.0,5600.0,36,1,1,1,0,206.61,9.44
5830,2,12.29,0.0,3.0,2.0,11300.0,0.0,100.0,12000.0,60,2,1,1,0,407.81,14.07
5831,1,37.2325,2.0,8.0,4.0,9600.0,5.0,90.9,14000.0,36,0,1,1,0,801.76,18.06
5832,1,36.53,7.0,10.0,5.0,11000.0,1.0,91.3,23000.0,60,2,1,1,0,1458.32,21.45
5833,0,15.5,0.0,2.0,4.0,21000.0,2.0,84.6,13000.0,60,1,2,1,0,149.68,12.62
5834,0,21.26,1.0,4.0,5.0,48700.0,3.0,100.0,10000.0,36,1,1,0,1,227.64,7.35
5835,2,31.53,0.0,1.0,4.0,51000.0,0.0,100.0,25000.0,36,2,1,0,0,734.91,12.61
5836,1,5.71,1.0,3.0,2.0,47500.0,1.0,100.0,10000.0,36,0,1,1,0,167.52,6.07
5837,1,3.76,0.0,0.0,1.0,9300.0,0.0,100.0,4200.0,36,1,1,1,0,207.65,12.62
5838,1,13.73,2.0,4.0,2.0,7600.0,2.0,91.7,12000.0,60,1,1,1,0,476.93,9.93
5839,2,12.82,3.0,8.0,4.0,21300.0,0.0,100.0,20000.0,36,2,1,1,0,929.23,19.42
5840,1,22.42,1.0,1.0,5.0,78804.49999999994,4.0,100.0,15000.0,60,2,1,1,0,358.9,9.92
5841,1,27.74,0.0,1.0,5.0,13100.0,0.0,100.0,15000.0,36,2,1,1,1,189.58,6.07
5842,0,28.19,7.0,5.0,2.0,25700.0,1.0,94.1,10200.0,36,2,1,0,0,243.16,10.41
